Date,text
Mar 5 2017,...WIND ADVISORY REMAINS IN EFFECT UNTIL 9 PM MST THIS EVENING...  * AFFECTED AREA...The Salt Lake and Tooele Valleys and the    Southern Wasatch Front.  * WINDS...Southerly 25-35 mph with gusts around 50 mph shifting to   northwest late this afternoon.  * TIMING...South winds will remain gusty through this afternoon.   The winds will then shift to northwest behind a cold front and remain   strong for a short time in the Salt Lake valley but will remain   strong into the evening hours in Utah County.  * IMPACTS...Strong crosswinds may cause hazardous travel   especially for high-profile vehicles and those towing trailers.   I-80 in the Salt Lake and Tooele valley as well as state routes   in northern Utah county will be affected. Wind sensitive   operations may be impacted....WINTER WEATHER ADVISORY REMAINS IN EFFECT FROM 5 PM THIS AFTERNOON TO 8 AM MST MONDAY...  * AFFECTED AREA...The Salt Lake and Tooele valleys  and the    Southern Wasatch Front.  * SNOW ACCUMULATIONS...2 to 5 inches with locally greater    amounts possible.  * TIMING...A strong cold front will sweep through the area late   this afternoon or early evening. Intense snow showers will form   behind the front. Snow will continue overnight through Monday    morning.  * SNOW LEVELS...Lowering quickly behind the front  with any rain    turning to snow shortly after frontal passage.  * WINDS...Strong southerly winds of 25 to 35 mph with gusts near    50 mph ahead of the front. Winds shifting to the west and    decreasing during the evening.  * IMPACTS...Road snow will rapidly accumulate in the intense    snow showers or thunderstorms behind the front. The snow    showers continuing overnight through Monday will keep    secondary or other lesser used roadways snow covered through    the Monday morning commute.
Mar 6 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 8 AM MST THIS MORNING...  * AFFECTED AREA...The Salt Lake and Tooele valleys  and the    Southern Wasatch Front.  * SNOW ACCUMULATIONS...An additional inch or so of accumulation is   possible this morning.  * TIMING...Snow showers will continue this morning before tapering   off.   * IMPACTS...Winter driving conditions will be possible this   morning  particularly under heavier showers.
Mar 31 2017,...WIND ADVISORY IN EFFECT FROM 6 PM THIS EVENING TO 10 AM MDT SATURDAY...  The National Weather Service in Salt Lake City has issued a Wind Advisory...which is in effect from 6 PM this evening to 10 AM MDT Saturday.  * AFFECTED AREA...The Salt Lake Valley  especially the eastern   portions.  * WINDS...East winds 25-35 MPH with gusts up to 50 MPH  with the    strongest winds near Parleys Canyon.  * TIMING...Winds will increase this evening  then peak near   midnight before gradually decreasing Saturday morning.   * IMPACTS...Gusty crosswinds will impact travel for high-profile   and light-weight vehicles along north-south routes in the area    including I-15 and portions of I-215.
Apr 1 2017,...WIND ADVISORY REMAINS IN EFFECT UNTIL 10 AM MDT THIS MORNING...  * AFFECTED AREA...Northeastern portions of the Salt Lake Valley.   * WINDS...East winds 25-35 MPH with gusts up to 50 MPH  with the   strongest winds from Parleys Canyon northward.   * TIMING...Winds will remain strong at times through sunrise   before diminishing.   * IMPACTS...Gusty crosswinds will impact travel for high-profile    and light-weight vehicles along north-south routes in the    area  including I-15 and portions of I-215.
Apr 4 2017,...HARD FREEZE WARNING IN EFFECT FROM MIDNIGHT TONIGHT TO 9 AM MDT WEDNESDAY...  The National Weather Service in Salt Lake City has issued a Hard Freeze Warning...which is in effect from midnight tonight to 9 AM MDT Wednesday.  * AFFECTED AREA...The valleys of northern Utah  including the   Wasatch Front.  * TEMPERATURES...Temperatures will drop to 28 or below in many   locations Wednesday morning. While some urban areas may remain   in the low 30s  temperatures will likely drop into the 20s in    outlying areas where there is more widespread fruit production.  * TIMING...The coldest temperatures are expected between 3 am and   9 am Wednesday.  * IMPACTS...These cold temperatures will impact plants sensitive   to temperatures 28 degrees or lower  primarily early budding   fruit trees.
Apr 5 2017,...HARD FREEZE WARNING REMAINS IN EFFECT UNTIL 9 AM MDT THIS MORNING...  * AFFECTED AREA...The valleys of northern Utah  including the    Wasatch Front.  * TEMPERATURES...Temperatures will drop near 28 in the outlying    areas where fruit trees are common.  * TIMING...The coldest temperatures are expected between 5 am and   9 am this morning.  * IMPACTS...These cold temperatures will impact plants sensitive    to temperatures 28 degrees or lower  primarily early budding    fruit trees.
Apr 7 2017,...WIND ADVISORY REMAINS IN EFFECT FROM 10 AM THIS MORNING TO 10 PM MDT THIS EVENING...  * AFFECTED AREA...The Great Salt Lake Desert and Mountains...the    Salt Lake and Tooele Valleys...and the Southern Wasatch Front.  * WINDS...Increasing to 25 to 35 mph with peak gusts in the 40    to 50 mph range.  * TIMING...Winds will strengthen this morning  becoming strong by   late this morning. These winds will remain strong through the   afternoon and evening hours  with peak wind expected during the   late afternoon.   * IMPACTS...Strong cross winds will impact travel along west-    east oriented routes in the area...especially Interstate 80    west of Salt Lake City.
Apr 12 2017,...WIND ADVISORY IN EFFECT FROM 10 AM TO 10 PM MDT THURSDAY...  The National Weather Service in Salt Lake City has issued a Wind Advisory...which is in effect from 10 AM to 10 PM MDT Thursday.  * AFFECTED AREA...The Salt Lake and Tooele valleys  * WINDS...South 15 to 25 mph  increasing to 25 to 35 mph with   gusts near 50 mph during the afternoon and early evening hours.   * TIMING...South winds overnight will increase during the morning    then peak during the mid-afternoon through early evening hours.   Winds will shift to the northwest and decrease behind a cold   front around mid-evening.   * IMPACTS...Strong cross winds will exist along west to east   routes. These winds will be strong enough to move light weight   and unsecured items. 
 Apr 13 2017,...WIND ADVISORY IN EFFECT FROM NOON TODAY TO 10 PM MDT THIS EVENING...  The National Weather Service in Salt Lake City has issued a Wind Advisory...which is in effect from noon today to 10 PM MDT this evening.  * AFFECTED AREA...Utah's Dixie and Zion National Park and south-   central Utah.  * WINDS...South winds 25 to 35 mph with gusts over 45 mph during   the afternoon and early evening hours.  * TIMING...Winds will increase around midday  then become strong   and gusty through the afternoon and early evening hours. Winds   will gradually taper off late in the evening.  * IMPACTS...Strong cross winds will exist along west to east    routes. These winds will be strong enough to move light weight    and unsecured items.
May 6 2017,...HIGH WIND WARNING IN EFFECT UNTIL 8 PM MDT THIS EVENING...  The National Weather Service in Salt Lake City has issued a High Wind Warning...which is in effect until 8 PM MDT this evening.  * AFFECTED AREA...Cache Valley  the Wasatch Front  San Pete and   Sevier Valleys  east to include the Wasatch Mountains and   Wasatch Back  Central Utah Mountains  Southwest Wyoming  Western   Uinta Mountains and Basin  Book Cliffs and the San Rafael Swell.  * WINDS...Scattered thunderstorms will bring 60 to 70 mph wind   gusts through this evening.  * IMPACTS...Strong gusts may uproot trees  down powerlines  send   loose outdoor equipment airborne  and become hazardous to   driving high profile vehicles and towing trailers. Wind   sensitive operations will be affected. If outdoors and   threatening weather approaches seek safe permanent shelter   immediately.
May 11 2017,...WIND ADVISORY IN EFFECT FROM 11 AM TO 10 PM MDT FRIDAY...  The National Weather Service in Salt Lake City has issued a Wind  Advisory...which is in effect from 11 AM to 10 PM MDT Friday.  * AFFECTED AREA...Salt Lake and Tooele Valleys as well as the    valleys of West Central and Southwest Utah.  * WINDS...South 25 to 35 mph with gusts up to 50 mph.  * TIMING...Winds will increase in some areas tonight and then   become strong by late Friday morning. Winds will peak Friday    afternoon into early evening before diminishing around sunset.   * IMPACTS...Strong crosswinds may affect travel on Interstate 80    Highway 50  and State Routes 21 and 56  especially for high   profile vehicles and those towing trailers. Visibilities may   also be reduced in areas of blowing dust. Wind sensitive    operations may be impacted.
May 12 2017,..WIND ADVISORY REMAINS IN EFFECT FROM 11 AM THIS MORNING TO 10 PM MDT THIS EVENING...  * AFFECTED AREA...Salt Lake and Tooele Valleys as well as the    valleys of West Central and Southwest Utah.  * WINDS...South 25 to 35 mph with gusts up to 50 mph.  * TIMING...Winds will become strong by late morning. Winds will   peak this afternoon into early evening before diminishing    around sunset.  * IMPACTS...Strong crosswinds may affect travel on Interstate    80  Highway 50  and State Routes 21 and 56  especially for    high profile vehicles and those towing trailers. Visibilities    may also be reduced in areas of blowing dust. Wind sensitive    operations may be impacted.
May 24 2017,...HIGH WIND WARNING IN EFFECT UNTIL 9 PM MDT THIS EVENING...  The National Weather Service in SALT LAKE CITY has issued a High Wind Warning...which is in effect until 9 PM MDT this evening.  * AFFECTED AREA...The Wasatch Front  Cache Valley  Wasatch   Mountain Valleys  West Central and Southwest Utah  Great Salt   Lake Desert and Mountains  Sanpete and Sevier Valleys  Southwest   Wyoming.  * WINDS...Gusts from showers and thunderstorms in the 50 to 60 mph   range  with few gusts approaching 75 mph.  * TIMING...Increasing shower and thunderstorm activity late this   afternoon will persist into mid-evening. Any of these showers   and thunderstorms will have the potential to generate strong   microburst winds.   * IMPACTS...These strong gusts will dislodge unsecured items such   as lawn furniture  trampolines and garbage cans. Tree damage is   also possible. Strong cross winds could create hazardous travel   conditions on all roadways within the warning area.
Jun 11 2017,...HIGH WIND WARNING REMAINS IN EFFECT FROM 10 AM THIS MORNING TO MIDNIGHT MDT TONIGHT...  * AFFECTED AREA...The valleys of western Utah including the   central and southern Wasatch Front and Utahs Dixie.  * WINDS...South winds of 30 to 45 mph with gusts over 60 mph.  * TIMING...Developing late this morning  then continuing through   the afternoon and early evening before decreasing.  * IMPACTS...These strong gusts will dislodge unsecured items such   as lawn furniture  trampolines and garbage cans. Tree damage is   also possible. Strong cross winds could create hazardous travel   conditions on all roadways within the area  particularly east-   west oriented roadways such as Interstate 80 and Highway 50.
Jun 12 2017,...WIND ADVISORY IN EFFECT FROM 9 AM THIS MORNING TO 10 PM MDT THIS EVENING...  The National Weather Service in Salt Lake City has issued a Wind Advisory...which is in effect from 9 AM this morning to 10 PM MDT this evening.  * AFFECTED AREA...The west central and southwest valleys of Utah    the Sanpete and Sevier valleys  the Great Salt lake Desert and   Mountains  the Salt Lake and Tooele valleys. and the southern    Wasatch Front.   * WINDS...Southerly winds 20 to 30 mph with gusts approaching 50   mph.  * TIMING...Gusty southerly winds early this morning will increase   behind the cold front sweeping east through the area this   morning. Winds will remain strong and gusty through early this    evening  then gradually taper off through late evening.  * IMPACTS...Significant travel impacts are anticipated  especially   along west-to-east routes through western Utah from around Cedar   City north to interstate 80 in northwest Utah. Blowing dusts   will also create areas of reduced visibility this afternoon   through early this evening
Jul 5 2017,...HEAT ADVISORY IN EFFECT UNTIL 10 PM MDT THURSDAY...  The National Weather Service in Salt Lake City has issued a Heat Advisory...which is in effect until 10 PM MDT Thursday.  * AFFECTED AREA...The Salt Lake Valley.  * TIMING...High temperatures will range between 100 and 105 today   and tomorrow  with another warm night in the 70s tonight.   * IMPACTS...If outdoors  take extra breaks in the shade or in air   conditioning. Drink extra fluid and wear light colored clothing.   Never leave children or pets in the car alone  for any amount of   time!
Jul 6 2017,...HEAT ADVISORY REMAINS IN EFFECT UNTIL 10 PM MDT THIS EVENING...  * AFFECTED AREA...The Salt Lake Valley.  * TIMING...High temperatures this afternoon will range between 100   and 105.  * IMPACTS...Dehydration and heat cramps may impact those who do    not take precautions. If outdoors  take extra breaks in the    shade or in air conditioning. Drink extra fluid and wear light    colored clothing.
Jul 7 2017,...HEAT ADVISORY REMAINS IN EFFECT UNTIL 10 PM MDT SATURDAY...  * AFFECTED AREA...The downtown and west side portions of Salt    Lake City. The remainder of the Salt Lake valley is not under    this advisory.   * TIMING...Tonight and Saturday. The combination of warm overnight   lows tonight and near record high temperatures again Saturday   will maintain a high heat risk in this specific area heading    into the weekend.  * IMPACTS...If outdoors  take extra breaks in the shade or in    air conditioning. Drink extra fluid and wear light colored    clothing. Never leave children or pets in the car alone  for    any amount of time!
Jul 8 2017,...HEAT ADVISORY REMAINS IN EFFECT UNTIL 10 PM MDT THIS EVENING...  * AFFECTED AREA...The downtown and west side portions of Salt    Lake City. The remainder of the Salt Lake valley is not under    this advisory.  * TIMING...After a warm overnight period  near record high   temperatures again today will maintain a high heat risk through   this evening.   * IMPACTS...If outdoors  take extra breaks in the shade or in    air conditioning. Drink extra fluid and wear light colored    clothing. Never leave children or pets in the car alone  for    any amount of time!
Nov 16 2017,...WIND ADVISORY IN EFFECT UNTIL 10 PM MST THIS EVENING...  The National Weather Service in Salt Lake City has issued a Wind Advisory  which is in effect until 10 PM MST this evening.  * AFFECTED AREA...Salt Lake and Tooele Valleys.  * WINDS...South winds increasing to 25 to 35 mph with gusts into    the mid to upper 40 mph range.  * TIMING...South winds will continue to increase this morning    becoming strong this afternoon into early this evening. Winds    are expected to gradually decrease overnight tonight.  * IMPACTS...Strong and gusty cross winds are expected along all   east-west oriented roadways  including I-80 from Parley's Canyon   west to the Nevada border. Travel will be especially hazardous    for high profile and light vehicles.
Dec 19 2017,...WINTER WEATHER ADVISORY IN EFFECT FROM NOON TO 10 PM MST WEDNESDAY...  * WHAT...Snow expected. Plan on slippery road conditions    including during the evening commute on Wednesday. Total snow   accumulations of 1 to 3 inches are expected  beginning early in   the afternoon in the Cache Valley  mid to late afternoon further   south.  * WHERE...Cache Valley/Utah Portion  Northern Wasatch Front     Salt Lake and Tooele Valleys  Southern Wasatch Front and    Wasatch Mountain Valleys.  * WHEN...From noon to 10 PM MST Wednesday.  * ADDITIONAL DETAILS...Be prepared for accumulating road snow and   reduced visibilities at times  especially leading up to and   during the evening commute. 
Dec 20 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT FROM NOON TODAY TO 10 PM MST THIS EVENING...  * WHAT...Snow expected. Plan on slippery road conditions    including during the evening commute. Total snow accumulations   of 2 to 5 inches  with localized amounts approaching 7 inches    in the Tooele valley  are expected.  * WHERE...Cache Valley/Utah Portion  Northern Wasatch Front     Salt Lake and Tooele Valleys  Southern Wasatch Front and    Wasatch Mountain Valleys.  * WHEN...From noon today to 10 PM MST this evening.  * ADDITIONAL DETAILS...Be prepared for snow covered roads and reduced   visibilities at times.
Dec 24 2017,..WINTER WEATHER ADVISORY IN EFFECT UNTIL NOON MST MONDAY...  * WHAT...Snow expected. Total snow accumulations of 1 to 4 inches   are expected  with greatest amounts on benches.  * WHERE...Salt Lake and Tooele Valleys and Southern Wasatch    Front.  * WHEN...Until noon MST Monday.  * ADDITIONAL DETAILS...Be prepared for slick or snow covered   roads  leading to winter driving conditions on many local    routes  especially the benches.
Dec 25 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL NOON MST TODAY...  * WHAT...Snow expected. Additional accumulation of up to 1 inch     locally higher on the benches and Wasatch Mountain Valleys.  * WHERE...The Cache Valley  Salt Lake and Tooele Valleys  Southern   Wasatch Front  and Wasatch Mountain Valleys.  * WHEN...Until noon MST Monday.  * ADDITIONAL DETAILS...Be prepared for winter driving conditions   along all routes through these areas this morning.
Jan 5 2019,...WINTER WEATHER ADVISORY IN EFFECT FROM 11 PM THIS EVENING TO 5 PM MST SUNDAY...  * WHAT...Total snow accumulations of 2 to 5 inches  with locally   higher amounts along the benches. Lesser amounts are expected in   the Salt Lake Valley and along I-80 across Tooele County.  * WHERE...The Wasatch Front  Cache Valley  and the Great Salt Lake   Desert and Mountains near the Idaho border.   * WHEN...Snow will develop overnight and continue  heavy at times    into the day Sunday before tapering off mid to late afternoon.  * ADDITIONAL DETAILS...Accumulating snow overnight into the day   Sunday will impact travel across the region. Expect winter   driving conditions including snow covered roadways.
Jan 6 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 5 PM MST THIS AFTERNOON...  * WHAT...Snow. Total snow accumulations of 2 to 5 inches. Lesser   amounts are expected in the Salt Lake Valley and along I-80   across Tooele County.  * WHERE...Great Salt Lake Desert and Mountains  Wasatch Front  and   Cache Valley.  * WHEN...Snow will continue into this afternoon before    diminishing.  * ADDITIONAL DETAILS...Accumulating snow will impact travel    across the region. Expect winter driving conditions including    snow covered roadways.
Jan 7 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 2 PM MST THIS AFTERNOON...  * WHAT...Snow. Additional snow accumulations of up to 2 inches   valley floor  1 to 3 inches benches. Winds gusting as high as 45    mph early in the morning.  * WHERE...Salt Lake and Tooele Valleys.  * WHEN...Until 2 PM MST this afternoon.  * ADDITIONAL DETAILS...Plan on slippery road conditions  including   for the morning commute.
Jan 17 2019,...WINTER WEATHER ADVISORY IN EFFECT FROM 9 PM THIS EVENING TO 5 PM MST FRIDAY...  * WHAT...Snow expected. Total snow accumulations of 2 to 4 inches   valley floor and 4 to 8 inches bench areas expected.  * WHERE...Northern Wasatch Front  Salt Lake and Tooele Valleys    and Southern Wasatch Front.  * WHEN...From 9 PM this evening to 5 PM MST Friday.  * ADDITIONAL DETAILS...Plan on slippery road conditions. The   hazardous conditions could impact the Friday morning and    evening commutes.
Jan 20 2019,...WINTER STORM WATCH REMAINS IN EFFECT FROM LATE TONIGHT THROUGH LATE MONDAY NIGHT...  * WHAT...Heavy snow possible. Total snow accumulations of 2 to 7    inches possible.  * WHERE...In Wyoming  Southwest Wyoming. In Utah  Sanpete/Sevier    Valleys  West Central Utah  Wasatch Mountain Valleys  Southern    Wasatch Front  Salt Lake and Tooele Valleys and Southwest Utah.  * WHEN...From late tonight through late Monday night.  * ADDITIONAL DETAILS...Plan on slippery and snow packed road    conditions.
Jan 21 2019,...WINTER STORM WARNING REMAINS IN EFFECT UNTIL 9 PM MST THIS EVENING...  * WHAT...Heavy snow expected. Total snow accumulations of 4 to 8   inches expected  locally higher along benches and near Tooele.     Winds gusting as high as 40 mph.  * WHERE...Southern Wasatch Front  Salt Lake and Tooele Valleys     Northern Wasatch Front and Cache Valley/Utah Portion.  * WHEN...Until 9 PM MST this evening.  * ADDITIONAL DETAILS...Travel may be difficult as early as the    Monday morning commute  lasting into Monday night. Expect    winter driving conditions with snow covered roadways.
Feb 4 2019,...WINTER WEATHER ADVISORY IN EFFECT FROM NOON TUESDAY TO 6 PM MST WEDNESDAY...  * WHAT...Snow expected. Total snow accumulations of 2 to 6 inches   expected  with locally higher amounts on bench locations.   * WHERE...Cache Valley/Utah Portion  Northern Wasatch Front     Salt Lake and Tooele Valleys  Southern Wasatch Front and    Central Mountains.  * WHEN...From noon Tuesday to 6 PM MST Wednesday.  * ADDITIONAL DETAILS...Plan on slippery road conditions. The   hazardous conditions could impact the Tuesday evening commute   and will likely impact the Wednesday morning and evening   commute.
Feb 5 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT FROM NOON TODAY TO 6 PM MST WEDNESDAY...  * WHAT...Snow expected. Total snow accumulations of 2 to 6    inches expected  with locally higher amounts on bench    locations.  * WHERE...Cache Valley/Utah Portion  Northern Wasatch Front     Salt Lake and Tooele Valleys  Southern Wasatch Front and    Central Mountains.  * WHEN...From noon today until 6 PM MST Wednesday. The heaviest    snowfall is expected tonight into Wednesday morning.  * ADDITIONAL DETAILS...Plan on slippery road conditions. The   hazardous conditions could impact the commute this evening and    will likely impact the Wednesday morning and evening commute.
Feb 6 2019,...WINTER STORM WARNING IN EFFECT UNTIL 6 PM MST THIS EVENING...  * WHAT...Heavy snow. Additional snow accumulations of 2 to 6   inches expected on the valley floors with 5 to 10 inches of new   snow on the benches through late this afternoon.   * WHERE...Salt Lake and Tooele Valleys.  * WHEN...Until 6 PM MST this evening.  * ADDITIONAL DETAILS...The morning commute will be significantly   impacted across the Salt lake and Tooele Valleys. The evening   commute will also likely be impacted  particularly along the   east benches of Salt Lake County.
Feb 10 2019,...WIND ADVISORY REMAINS IN EFFECT FROM 8 AM THIS MORNING TO 7 PM MST THIS EVENING...  * AFFECTED AREA...The Salt Lake and Tooele valleys  Great Salt    Lake Desert  West Central Utah and Southwest Utah.  * WINDS...Southwest 20 to 30 mph with gusts up to 50 mph.  * TIMING...Developing around mid morning and peaking early to mid   afternoon  before diminishing behind a passing cold front during   the late afternoon and evening.  * IMPACTS...Strong winds will affect travel  especially with high   profile and light weight vehicles.
Feb 15 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT FROM 4 PM THIS AFTERNOON TO 2 AM MST SATURDAY...  * WHAT...Snow expected. Total snow accumulations of 1 to 4    inches expected with higher amounts benches.  * WHERE...Cache Valley  the Wasatch Front and Wasatch Mountain    Valleys.  * WHEN...From 4 PM Friday to 2 AM MST Saturday.  * ADDITIONAL DETAILS...A period of heavy snow will bring quick    road snow accumulations during the second half of the Friday    evening commute into the evening. Be prepared for rapid    accumulations of snow on all area roadways and increased    travel times.
Feb 19 2019,...WINTER WEATHER ADVISORY IN EFFECT UNTIL 1 PM MST THIS AFTERNOON...  * WHAT...Lake effect snow. Additional snow accumulations of 1 to 3    inches.  * WHERE...Salt Lake and Tooele Valleys.  * WHEN...Until 1 PM MST this afternoon.  * ADDITIONAL DETAILS...Plan on slippery road conditions. The    hazardous conditions could impact the morning commute.
Feb 21 2019,...WIND ADVISORY REMAINS IN EFFECT UNTIL 3 AM MST FRIDAY...  * AFFECTED AREA...The Cache Valley and Wasatch Front.  * WINDS...East to northeast 15 to 25 mph with gusts up to 45 mph    near canyons.  * TIMING...Increasing early this morning  then continuing through   this evening before diminishing late tonight.  * IMPACTS...Gusty winds will blow around unsecured objects.    Local areas of blowing and drifting snow are possible.
Mar 8 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL MIDNIGHT MST TONIGHT...  * WHAT...Snow expected. Total snow accumulations 2 to 6 inches    expected. Greatest amounts bench areas.  * WHERE...Southern Wasatch Front and Salt Lake and Tooele    Valleys.  * WHEN...From 1 PM this afternoon to midnight MST tonight.  * ADDITIONAL DETAILS...Plan on slippery road conditions. The    hazardous conditions could impact the evening commute.
Mar 12 2019,...WINTER WEATHER ADVISORY IN EFFECT FROM 10 PM THIS EVENING TO 6 AM MDT THURSDAY...  * WHAT...Snow expected. Total snow accumulations of 2 to 6 inches   expected with the highest amounts expected on the benches.   Locally higher amounts around 8 inches possible on the east   benches of the Salt Lake Valley and in Tooele. Winds gusting as   high as 45 mph.  * WHERE...Salt Lake and Tooele Valleys.  * WHEN...From 10 PM this evening to 6 AM MDT Thursday.  * ADDITIONAL DETAILS...Travel could be very difficult with   slippery roads and reduced visibility. The hazardous conditions   could impact the morning or evening commute.
Mar 13 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 6 AM MDT THURSDAY...  * WHAT...Snow. Additional snow accumulations of 2 to 6 inches with   the highest amounts expected on the benches. Locally higher   amounts of 6 to 10 inches possible on the east benches of the   Salt Lake Valley and in Tooele. . Winds gusting as high as 45    mph.  * WHERE...Salt Lake and Tooele Valleys.  * WHEN...Until 6 AM MDT Thursday.  * ADDITIONAL DETAILS...Travel could be very difficult especially   on the benches. Areas of blowing snow could significantly reduce   visibility on the benches. The hazardous conditions could impact   the morning and evening commute.
Apr 9 2019,...WINTER WEATHER ADVISORY IN EFFECT FROM 4 AM WEDNESDAY TO 10 AM MDT THURSDAY...  * WHAT...Snow expected. Total snow accumulations of 1 to 6 inches   expected  with totals greatest on the benches. Winds gusting as   high as 40 mph. Snow may mix with rain at times during the day   Wednesday before becoming all snow again Wednesday night.   Daytime accumulations on Wednesday will be heavily dependent on   intensity of showers.  * WHERE...Salt Lake and Tooele Valleys.  * WHEN...From 4 AM Wednesday to 10 AM MDT Thursday.  * ADDITIONAL DETAILS...Plan on reduced visibilities and the    potential for some road slush for the Wednesday morning commute.   Accumulating snow on newly budding trees may break some    branches  and localized power outages are possible. The Thursday   morning commute may be impacted as well.
Apr 10 2019,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 10 AM MDT THURSDAY...  * WHAT...Snow expected. Total snow accumulations of 1 to 3 inches   with locally higher amounts expected.   * WHERE...Salt Lake and Tooele Valleys.  * WHEN...Until 10 AM MDT Thursday.  * ADDITIONAL DETAILS...Travel could be impacted at times this   morning due to some road slush  and again during the overnight    hours and into the Thursday morning commute. Accumulating snow    on newly budding trees may break some branches  and localized    power outages are possible.
May 16 2019,...WIND ADVISORY REMAINS IN EFFECT FROM 9 AM THIS MORNING TO 10 PM MDT THIS EVENING...  * AFFECTED AREA...The Wasatch Front  western and central Utah    valleys  Castle Country  San Rafael Swell  and south central    Utah. The Wind Advisory also includes the Great Salt Lake     Utah Lake  and Lake Powell.  * WINDS...South 25 to 35 mph with gusts up to 50 mph.  * TIMING...Developing mid-morning Thursday  and increasing    through the afternoon hours  before diminishing during the    evening.  * IMPACTS...Strong crosswinds may affect travel  especially for   high profile vehicles and those towing trailers  on east-west   routes. These include Interstates 80 and 70  Highways 6 and 50.   Boaters on area lakes and reservoirs should consider postponing   plans due to the threat of high winds and waves Thursday.
Jun 7 2019,...WIND ADVISORY IN EFFECT FROM NOON TODAY TO 10 PM MDT THIS EVENING...  The National Weather Service in Salt Lake City has issued a Wind Advisory  which is in effect from noon today to 10 PM MDT this evening.  * AFFECTED AREA...The Salt Lake and Tooele Valleys  the West-   Central and Southwest Valleys of Utah.  * WINDS...Southerly 20 to 30 mph with gusts near 45 mph.  * TIMING...South winds will steadily increase this morning  then   remain strong and gusty this afternoon through late evening.   * IMPACTS...Strong and gusty winds will blow around unsecured   objects. Travel will be difficult  especially for high profile    and light weight vehicles.
Jun 12 2019,...FLOOD WATCH IN EFFECT THROUGH FRIDAY MORNING...  The National Weather Service in Salt Lake City has issued a  * Flood Watch for Little Cottonwood Creek in Salt Lake County.  * Through Friday morning  * Excessive spring snowmelt runoff is expected to push Little   Cottonwood Creek to near flood flow Thursday afternoon.   * Damage is possible in valley areas adjacent to the creek. 
Jun 15 2019,...FLOOD WATCH IN EFFECT FROM 9 PM MDT THIS EVENING THROUGH MONDAY EVENING...  The National Weather Service in Salt Lake City has issued a  * Flood Watch for Little Cottonwood Creek in Salt Lake County.  * From 9 PM MDT this evening through Monday evening.  * Mostly sunny days and seasonally warm temperatures will keep the   spring snowmelt runoff elevated. Near flood flow levels are    expected through Monday evening.  * Damage is possible in valley areas adjacent to the creek.
Jun 16 2019,...FLOOD WATCH REMAINS IN EFFECT THROUGH MONDAY EVENING...  The Flood Watch continues for  * Little Cottonwood Creek in Salt Lake County.  * Through Monday evening.  * Seasonally warm temperatures will keep the spring snowmelt    runoff elevated. Near flood flow levels are expected through    Monday evening.   * Damage is possible in valley areas adjacent to the creek.
Jul 22 2019,...HEAT ADVISORY REMAINS IN EFFECT FROM NOON TODAY TO MIDNIGHT MDT TUESDAY NIGHT...  * AFFECTED AREA...The Great Salt Lake Desert including Wendover   and Dugway. The Wasatch Front including Brigham City  Ogden    Salt lake City  Provo  and Nephi.  * IMPACTS...Heat-related illnesses such as heat exhaustion and   heat stroke will be possible for people working or recreating   outdoors  those who do not have air conditioning  and other   heat-sensitive groups.  * TEMPERATURES...Up to 102.
Jul 23 2019,...HEAT ADVISORY REMAINS IN EFFECT UNTIL MIDNIGHT MDT TONIGHT...  * AFFECTED AREA...The Great Salt Lake Desert including Wendover    and Dugway. The Wasatch Front including Brigham City  Ogden     Salt lake City  Provo  and Nephi.  * IMPACTS...Heat-related illnesses such as heat exhaustion and   heat stroke will be possible for people working or recreating   outdoors  those who do not have air conditioning  and other   heat-sensitive groups.  * TEMPERATURES...95 to 103.
Sep 16 2019,...WIND ADVISORY REMAINS IN EFFECT FROM 10 AM THIS MORNING TO 4 AM MDT TUESDAY...  * AFFECTED AREA...The Cache Valley  Wasatch Front and Back     Sanpete and Sevier Valleys  and Utah's Dixie.  * WINDS...South Southwest 20 to 30 mph with gusts up to 50 mph.  * TIMING...From mid-morning today through late tonight.  * IMPACTS...Strong crosswinds may affect travel on east west   routes. Driving may become difficult and dangerous for those    driving high profile vehicles and those towing trailers.
Oct 9 2019,...HARD FREEZE WARNING REMAINS IN EFFECT FROM 8 PM THIS EVENING TO 10 AM MDT FRIDAY...  * WHAT...Sub-freezing temperatures as low as 17 expected.  * WHERE...Salt Lake and Tooele Valleys and Northern Wasatch    Front.  * WHEN...From 8 PM this evening to 10 AM MDT Friday.  * IMPACTS...Frost and freeze conditions will kill crops  other    sensitive vegetation and possibly damage unprotected outdoor    plumbing.
