BEGIN_DATE,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,visibility,conditions,description,Sum_Crashes,Sum_Fatalities,text
4/14/2019,43.9,61.8,0,0,0,20.8,14.9,71.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1200,1200,Partly cloudy throughout the day.
4/15/2019,44.8,54.7,0.43,0,0,20.8,14.3,73.4,8.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1201,1201,Partly cloudy throughout the day with a chance of rain throughout the day.
4/16/2019,41.9,51.2,0.49,0,0,20.8,14.5,63.4,8.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1202,1202,Partly cloudy throughout the day with rain in the morning and afternoon.
4/17/2019,38,55.8,0,0,0,,10.1,44.8,9.7,Partially cloudy,Partly cloudy throughout the day.,1203,1203,Partly cloudy throughout the day.
4/18/2019,42,63.8,0,0,0,,10.1,31,9.9,Partially cloudy,Partly cloudy throughout the day.,1204,1204,Partly cloudy throughout the day.
4/19/2019,44.9,75.4,0,0,0,,10.3,27.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1205,1205,Partly cloudy throughout the day.
4/20/2019,55.8,74.2,0.01,0,0,36.5,18.8,53.8,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1206,1206,Partly cloudy throughout the day with late afternoon rain.
4/21/2019,50.8,60.8,0.6,0,0,31.1,12.6,60.3,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1207,1207,Partly cloudy throughout the day with a chance of rain throughout the day.
4/22/2019,48.5,61.7,0,0,0,21.9,15.4,52.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1208,1208,Partly cloudy throughout the day.
4/23/2019,44.7,65.5,0,0,0,19.7,13.8,25.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1209,1209,Partly cloudy throughout the day.
4/24/2019,48.5,70.8,0,0,0,32.2,14,34.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1210,1210,Partly cloudy throughout the day.
4/25/2019,50.8,72.7,0,0,0,,10.1,39,9.9,Partially cloudy,Partly cloudy throughout the day.,1211,1211,Partly cloudy throughout the day.
4/26/2019,56.9,73.5,0.02,0,0,35.8,18.2,60.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1212,1212,Partly cloudy throughout the day with late afternoon rain.
4/27/2019,42.8,69,0,0,0,18.3,11.1,22.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1213,1213,Partly cloudy throughout the day.
4/28/2019,45.9,56.7,0,0,0,31.1,22.6,49.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1214,1214,Partly cloudy throughout the day.
4/29/2019,39,62.3,0,0,0,23,15.6,55.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1215,1215,Partly cloudy throughout the day.
4/30/2019,37.1,52.1,0.37,0,0,21.8,19.4,62.4,8.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1216,1216,Partly cloudy throughout the day with rain.
5/1/2019,34.7,51.7,0.03,0,0,,10.6,46.3,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1217,1217,Partly cloudy throughout the day with early morning rain.
5/2/2019,39.4,61.7,0,0,0,20.8,11.3,34.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1218,1218,Partly cloudy throughout the day.
5/3/2019,44.3,67.4,0,0,0,17.2,14.3,39.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1219,1219,Partly cloudy throughout the day.
5/4/2019,46.7,73.5,0,0,0,,13.5,34.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1220,1220,Partly cloudy throughout the day.
5/5/2019,54.7,75.2,0,0,0,34.4,18.4,43.7,9.8,Partially cloudy,Partly cloudy throughout the day.,1221,1221,Partly cloudy throughout the day.
5/6/2019,52.7,76.3,0,0,0,45.6,22.2,43,9.9,Partially cloudy,Partly cloudy throughout the day.,1222,1222,Partly cloudy throughout the day.
5/7/2019,49.9,62,0.19,0,0,35,24.4,54.7,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1223,1223,Partly cloudy throughout the day with rain.
5/8/2019,47.7,63.3,0,0,0,42.5,22.1,63.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1224,1224,Partly cloudy throughout the day.
5/9/2019,43.7,60.7,0,0,0,32.2,14.8,33.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1225,1225,Partly cloudy throughout the day.
5/10/2019,44.5,65.5,0,0,0,31.1,12.4,32.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1226,1226,Partly cloudy throughout the day.
5/11/2019,46.5,71.5,0,0,0,23,13.5,24.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1227,1227,Partly cloudy throughout the day.
5/12/2019,49.4,78.6,0,0,0,23,14.6,21.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1228,1228,Partly cloudy throughout the day.
5/13/2019,57.5,83.3,0,0,0,,16.6,30.1,9.9,Partially cloudy,Clearing in the afternoon.,1229,1229,Clearing in the afternoon.
5/14/2019,60.4,81.6,0,0,0,35.9,16,48.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1230,1230,Partly cloudy throughout the day.
5/15/2019,63.9,80.5,0,0,0,35.5,25.1,50,9.9,Partially cloudy,Partly cloudy throughout the day.,1231,1231,Partly cloudy throughout the day.
5/16/2019,52.4,75.4,0.2,0,0,46.5,26.7,62.4,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1232,1232,Partly cloudy throughout the day with late afternoon rain.
5/17/2019,43.8,55.3,0.63,0,0,33.3,21.7,65.5,9.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1233,1233,Partly cloudy throughout the day with rain.
5/18/2019,42.9,56.7,0.39,0,0,19.7,10,62.4,9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,1234,1234,Partly cloudy throughout the day with rain clearing later.
5/19/2019,48.4,61.4,0,0,0,36.7,27.1,69.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1235,1235,Partly cloudy throughout the day.
5/20/2019,45.5,57.4,0,0,0,31.1,20.3,52.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1236,1236,Partly cloudy throughout the day.
5/21/2019,43.7,54.8,0.51,0,0,29.3,19.7,67.1,9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1237,1237,Partly cloudy throughout the day with afternoon rain.
5/22/2019,42.8,53.5,0.32,0,0,33.3,11.3,72.9,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1238,1238,Partly cloudy throughout the day with a chance of rain throughout the day.
5/23/2019,45.8,56.1,0.19,0,0,47.1,19.3,61.5,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1239,1239,Partly cloudy throughout the day with afternoon rain.
5/24/2019,45.9,60.3,0.07,0,0,23,12.6,64.8,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1240,1240,Partly cloudy throughout the day with rain in the morning and afternoon.
5/25/2019,50.8,70.4,0,0,0,41.4,24.5,58,9.9,Partially cloudy,Partly cloudy throughout the day.,1241,1241,Partly cloudy throughout the day.
5/26/2019,47.6,75.2,0,0,0,35.5,24.1,44.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1242,1242,Partly cloudy throughout the day.
5/27/2019,46.9,60.6,0.37,0,0,31.1,15.9,51.7,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,1243,1243,Partly cloudy throughout the day with rain clearing later.
5/28/2019,48.7,62.5,0.46,0,0,18.3,9.5,57.9,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,1244,1244,Partly cloudy throughout the day with rain clearing later.
5/29/2019,49.7,67.8,0.09,0,0,23,12.4,52.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1245,1245,Partly cloudy throughout the day with afternoon rain.
5/30/2019,50.8,74.7,0.08,0,0,32.1,20.6,51,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1246,1246,Partly cloudy throughout the day with late afternoon rain.
5/31/2019,53.9,75.6,0.09,0,0,,11,55.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1247,1247,Partly cloudy throughout the day with rain.
6/1/2019,57.7,77.6,0,0,0,33.3,18.6,64.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1248,1248,Partly cloudy throughout the day.
6/2/2019,55.6,73.5,0,0,0,43.7,24.7,48.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1249,1249,Partly cloudy throughout the day.
6/3/2019,53.7,78.7,0,0,0,18.3,13.2,30,9.9,Partially cloudy,Partly cloudy throughout the day.,1250,1250,Partly cloudy throughout the day.
6/4/2019,57.4,81.7,0,0,0,24.2,13.3,27,9.9,Partially cloudy,Partly cloudy throughout the day.,1251,1251,Partly cloudy throughout the day.
6/5/2019,60.4,83.4,0,0,0,21.9,12.5,26.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1252,1252,Partly cloudy throughout the day.
6/6/2019,63.5,85.3,0.09,0,0,35,22.8,48.7,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1253,1253,Partly cloudy throughout the day with rain.
6/7/2019,50.6,80.5,0.01,0,0,46.9,36.5,55.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1254,1254,Partly cloudy throughout the day with early morning rain.
6/8/2019,46.7,60.7,0,0,0,36.6,26.7,50.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1255,1255,Partly cloudy throughout the day.
6/9/2019,44.6,68.5,0,0,0,20.8,11.3,20.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1256,1256,Partly cloudy throughout the day.
6/10/2019,50.5,76.6,0,0,0,18.3,13.3,38.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1257,1257,Partly cloudy throughout the day.
6/11/2019,55.6,81.6,0,0,0,18.3,12.7,50,9.9,Partially cloudy,Partly cloudy throughout the day.,1258,1258,Partly cloudy throughout the day.
6/12/2019,60.4,84.4,0,0,0,19.7,9,44,9.9,Partially cloudy,Partly cloudy throughout the day.,1259,1259,Partly cloudy throughout the day.
6/13/2019,63.9,86.7,0.01,0,0,36.3,17.5,51.7,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1260,1260,Partly cloudy throughout the day with late afternoon rain.
6/14/2019,62.5,81.4,0,0,0,,11,51.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1261,1261,Partly cloudy throughout the day.
6/15/2019,63.3,85.1,0,0,0,18.3,11.1,36.2,9.9,Partially cloudy,Becoming cloudy in the afternoon.,1262,1262,Becoming cloudy in the afternoon.
6/16/2019,62.3,83.2,0,0,0,20.8,10.4,59.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1263,1263,Partly cloudy throughout the day.
6/17/2019,63.5,81.5,0,0,0,31.1,18.6,56.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1264,1264,Partly cloudy throughout the day.
6/18/2019,60.8,82.7,0.01,0,0,19.7,10.9,48.9,9.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,1265,1265,Clearing in the afternoon with early morning rain.
6/19/2019,63.4,85.6,0,0,0,29.8,17.3,43.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1266,1266,Partly cloudy throughout the day.
6/20/2019,57.4,80.5,0.03,0,0,36.6,23.6,52,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1267,1267,Partly cloudy throughout the day with rain.
6/21/2019,48.2,65.6,0,0,0,19.7,13.5,43.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1268,1268,Partly cloudy throughout the day.
6/22/2019,51,67.6,0,0,0,28.7,17.6,50.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1269,1269,Partly cloudy throughout the day.
6/23/2019,51.6,77.8,0,0,0,21.9,12.7,26.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1270,1270,Partly cloudy throughout the day.
6/24/2019,59.6,82.6,0,0,0,19.7,13.5,32.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1271,1271,Partly cloudy throughout the day.
6/25/2019,63.6,88.5,0,0,0,20.8,13.2,43.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1272,1272,Partly cloudy throughout the day.
6/26/2019,65,90.7,0,0,0,34.5,23.5,36.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1273,1273,Partly cloudy throughout the day.
6/27/2019,74.3,91.5,0,0,0,39.1,24.3,53.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1274,1274,Partly cloudy throughout the day.
6/28/2019,73,94.6,0,0,0,33.2,22.1,28.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1275,1275,Partly cloudy throughout the day.
6/29/2019,60.7,90.9,0,0,0,21.9,14.8,31.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1276,1276,Partly cloudy throughout the day.
6/30/2019,70.4,84.7,0.05,0,0,44.1,30.6,58.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,1277,1277,Partly cloudy throughout the day with rain clearing later.
7/1/2019,66,91.7,0,0,0,23,13.7,21,9.9,Partially cloudy,Partly cloudy throughout the day.,1278,1278,Partly cloudy throughout the day.
7/2/2019,71.8,94.7,0,0,0,28.9,19.5,38.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1279,1279,Partly cloudy throughout the day.
7/3/2019,65.3,88.4,0,0,0,30,17.4,38.1,9.8,Partially cloudy,Partly cloudy throughout the day.,1280,1280,Partly cloudy throughout the day.
7/4/2019,59.7,80.5,0.09,0,0,45.2,22.5,45.3,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1281,1281,Partly cloudy throughout the day with afternoon rain.
7/5/2019,56.4,85.4,0.02,0,0,18.3,10.1,19,9.9,Rain,Clear conditions throughout the day with early morning rain.,1282,1282,Clear conditions throughout the day with early morning rain.
7/6/2019,63.7,91.5,0.04,0,0,41.8,12.3,41.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1283,1283,Partly cloudy throughout the day with afternoon rain.
7/7/2019,69.3,92.7,0,0,0,36.6,23.6,49.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1284,1284,Partly cloudy throughout the day.
7/8/2019,65.1,87.3,0,0,0,36.2,25.6,60.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1285,1285,Partly cloudy throughout the day.
7/9/2019,61.6,86.7,0,0,0,20.8,10.1,51.7,9.9,Partially cloudy,Clearing in the afternoon.,1286,1286,Clearing in the afternoon.
7/10/2019,69.5,97.6,0,0,0,28.5,19,34.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1287,1287,Partly cloudy throughout the day.
7/11/2019,74.5,100.2,0,0,0,42.7,22.6,32.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1288,1288,Partly cloudy throughout the day.
7/12/2019,73.4,99.5,0,0,0,26.4,17.7,32.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1289,1289,Partly cloudy throughout the day.
7/13/2019,77.5,93.1,0.29,0,0,36.6,15.5,59.6,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1290,1290,Partly cloudy throughout the day with rain.
7/14/2019,68.7,97.5,0.03,0,0,26.1,15.8,41.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1291,1291,Partly cloudy throughout the day with afternoon rain.
7/15/2019,71.2,96.8,0,0,0,20.8,14.4,30.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1292,1292,Partly cloudy throughout the day.
7/16/2019,69.3,97.6,0,0,0,25.3,17.5,22.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1293,1293,Partly cloudy throughout the day.
7/17/2019,69,92.5,0,0,0,24.2,10.4,43.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1294,1294,Partly cloudy throughout the day.
7/18/2019,75.6,98.3,0,0,0,29.3,19.3,42.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1295,1295,Partly cloudy throughout the day.
7/19/2019,79.2,97.5,0,0,0,28.1,18.3,29.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1296,1296,Partly cloudy throughout the day.
7/20/2019,67.6,93.3,0,0,0,20.8,10.1,27.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1297,1297,Partly cloudy throughout the day.
7/21/2019,70.3,99.5,0,0,0,18.3,12.1,19.1,9.9,Clear,Clear conditions throughout the day.,1298,1298,Clear conditions throughout the day.
7/22/2019,74.3,101.4,0,0,0,26.4,13.6,28.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1299,1299,Partly cloudy throughout the day.
7/23/2019,79,99.6,0,0,0,29.8,17.7,43,9.9,Partially cloudy,Partly cloudy throughout the day.,1300,1300,Partly cloudy throughout the day.
7/24/2019,77.7,93.3,0,0,0,19.7,12.2,51.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1301,1301,Partly cloudy throughout the day.
7/25/2019,71.6,91.5,0,0,0,,11.3,53.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1302,1302,Partly cloudy throughout the day.
7/26/2019,69.1,87.6,0.12,0,0,42.5,28.4,56.4,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1303,1303,Partly cloudy throughout the day with rain.
7/27/2019,69.7,86.7,0.14,0,0,19.7,13.3,49.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1304,1304,Partly cloudy throughout the day with morning rain.
7/28/2019,69.4,93.4,0,0,0,20.8,12.3,16.9,9.9,Clear,Clear conditions throughout the day.,1305,1305,Clear conditions throughout the day.
7/29/2019,74.3,100.5,0,0,0,23,12.9,57.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1306,1306,Partly cloudy throughout the day.
7/30/2019,71.1,99.9,0,0,0,,13.2,40.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1307,1307,Partly cloudy throughout the day.
7/31/2019,68.6,90.4,0.02,0,0,40.9,26.7,50.9,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1308,1308,Partly cloudy throughout the day with late afternoon rain.
8/1/2019,64.6,91.4,0,0,0,16.1,10.1,33.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1309,1309,Partly cloudy throughout the day.
8/2/2019,69.6,96.6,0,0,0,26.4,10.3,36.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1310,1310,Partly cloudy throughout the day.
8/3/2019,77.8,96.3,0,0,0,41.5,22.7,60.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1311,1311,Partly cloudy throughout the day.
8/4/2019,71.7,96.5,0,0,0,24.2,16.6,52.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1312,1312,Partly cloudy throughout the day.
8/5/2019,74.4,97.6,0,0,0,35.8,16.5,34.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1313,1313,Partly cloudy throughout the day.
8/6/2019,77.5,101.4,0,0,0,25.3,14.9,38.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1314,1314,Partly cloudy throughout the day.
8/7/2019,75.1,89.2,0,0,0,19.7,14.6,45.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1315,1315,Partly cloudy throughout the day.
8/8/2019,64.5,77.7,0.31,0,0,32.2,14.8,51.1,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1316,1316,Partly cloudy throughout the day with rain.
8/9/2019,59.9,88.5,0.13,0,0,,7.8,29.6,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1317,1317,Partly cloudy throughout the day with rain in the morning and afternoon.
8/10/2019,71.7,92.3,0,0,0,26.5,20.2,48,9.9,Partially cloudy,Clearing in the afternoon.,1318,1318,Clearing in the afternoon.
8/11/2019,72.8,86.9,0,0,0,22.9,15.9,28,9.9,Partially cloudy,Partly cloudy throughout the day.,1319,1319,Partly cloudy throughout the day.
8/12/2019,62.6,84.4,0,0,0,20.8,11.2,8.3,9.9,Clear,Clear conditions throughout the day.,1320,1320,Clear conditions throughout the day.
8/13/2019,64.4,91.6,0,0,0,24.2,10.2,11.8,9.9,Clear,Clear conditions throughout the day.,1321,1321,Clear conditions throughout the day.
8/14/2019,66.4,93.5,0,0,0,23,13.2,19.4,9.9,Clear,Clear conditions throughout the day.,1322,1322,Clear conditions throughout the day.
8/15/2019,67.4,94.5,0,0,0,21.9,14.1,15.2,9.9,Clear,Clear conditions throughout the day.,1323,1323,Clear conditions throughout the day.
8/16/2019,67.8,90.6,0,0,0,,12.3,31.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1324,1324,Partly cloudy throughout the day.
8/17/2019,66.3,89.5,0,0,0,24.2,10,27.7,9.9,Partially cloudy,Clearing in the afternoon.,1325,1325,Clearing in the afternoon.
8/18/2019,62.8,94.6,0,0,0,,11.2,10.2,9.9,Clear,Clear conditions throughout the day.,1326,1326,Clear conditions throughout the day.
8/19/2019,72.9,96.6,0,0,0,35,21,23.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1327,1327,Partly cloudy throughout the day.
8/20/2019,70.7,96.7,0,0,0,27.6,17.9,28.4,9.8,Partially cloudy,Partly cloudy throughout the day.,1328,1328,Partly cloudy throughout the day.
8/21/2019,66.3,97.5,0,0,0,27.7,10.3,26.2,9.8,Partially cloudy,Partly cloudy throughout the day.,1329,1329,Partly cloudy throughout the day.
8/22/2019,72.8,90.7,0,0,0,,17.3,47.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1330,1330,Partly cloudy throughout the day.
8/23/2019,61.9,84.4,0,0,0,,12.9,28.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1331,1331,Partly cloudy throughout the day.
8/24/2019,64.4,93.3,0,0,0,27.7,12,26.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1332,1332,Partly cloudy throughout the day.
8/25/2019,73,92.6,0,0,0,23,14.5,14.3,9.9,Clear,Clear conditions throughout the day.,1333,1333,Clear conditions throughout the day.
8/26/2019,62,81.6,0,0,0,19.7,12.7,1,9.9,Clear,Clear conditions throughout the day.,1334,1334,Clear conditions throughout the day.
8/27/2019,58.6,86.7,0,0,0,21.9,8.2,0,9.9,Clear,Clear conditions throughout the day.,1335,1335,Clear conditions throughout the day.
8/28/2019,62.6,94.5,0,0,0,25.3,13.4,20.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1336,1336,Partly cloudy throughout the day.
8/29/2019,69.8,93.4,0,0,0,23,19.1,41.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1337,1337,Partly cloudy throughout the day.
8/30/2019,71.8,95.6,0,0,0,30,14.7,38.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1338,1338,Partly cloudy throughout the day.
8/31/2019,68.4,94.7,0,0,0,19.7,11.1,14.6,9.9,Clear,Clear conditions throughout the day.,1339,1339,Clear conditions throughout the day.
9/1/2019,70,98.6,0,0,0,23,13.6,6.1,9.9,Clear,Clear conditions throughout the day.,1340,1340,Clear conditions throughout the day.
9/2/2019,70.2,96.6,0,0,0,20.8,16,23,9.9,Partially cloudy,Partly cloudy throughout the day.,1341,1341,Partly cloudy throughout the day.
9/3/2019,77.6,92.5,0.03,0,0,32.2,14,50.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1342,1342,Partly cloudy throughout the day with morning rain.
9/4/2019,69.7,96.4,0,0,0,35.4,20.2,37.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1343,1343,Partly cloudy throughout the day.
9/5/2019,71.7,94.5,0.07,0,0,32.4,13.6,48.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1344,1344,Partly cloudy throughout the day with late afternoon rain.
9/6/2019,68,84.3,0.01,0,0,20.8,15.3,48.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1345,1345,Partly cloudy throughout the day with morning rain.
9/7/2019,63.7,86.7,0,0,0,17.2,12.2,46.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1346,1346,Partly cloudy throughout the day.
9/8/2019,62.5,76.8,0.16,0,0,31.1,16.8,61.1,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1347,1347,Partly cloudy throughout the day with rain in the morning and afternoon.
9/9/2019,55.5,79.6,0,0,0,18.3,12.1,41.3,9.8,Partially cloudy,Partly cloudy throughout the day.,1348,1348,Partly cloudy throughout the day.
9/10/2019,57.2,76.4,0.04,0,0,32.2,20.2,52.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1349,1349,Partly cloudy throughout the day with afternoon rain.
9/11/2019,51.1,62.6,0.73,0,0,37.8,18.9,55.8,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1350,1350,Partly cloudy throughout the day with a chance of rain throughout the day.
9/12/2019,50.6,72.6,0,0,0,18.3,10.3,22.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1351,1351,Partly cloudy throughout the day.
9/13/2019,52.5,80.5,0,0,0,19.7,11.3,15.8,9.9,Clear,Clear conditions throughout the day.,1352,1352,Clear conditions throughout the day.
9/14/2019,56.7,88.6,0,0,0,24.2,10,15.3,9.9,Clear,Clear conditions throughout the day.,1353,1353,Clear conditions throughout the day.
9/15/2019,65.8,90.8,0,0,0,27.7,20,21.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1354,1354,Partly cloudy throughout the day.
9/16/2019,73.6,85.5,0,0,0,36.7,28.4,45.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1355,1355,Partly cloudy throughout the day.
9/17/2019,52.8,77.8,0.05,0,0,32.1,21.7,50.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1356,1356,Partly cloudy throughout the day with morning rain.
9/18/2019,50.8,81.8,0,0,0,33.2,21.9,18,9.9,Clear,Clear conditions throughout the day.,1357,1357,Clear conditions throughout the day.
9/19/2019,49.8,74.5,0,0,0,28.9,21.4,26.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1358,1358,Partly cloudy throughout the day.
9/20/2019,48.6,58.5,0.26,0,0,,12.2,67.6,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1359,1359,Partly cloudy throughout the day with a chance of rain throughout the day.
9/21/2019,46.6,63.8,0,0,0,,11.1,34,9.9,Partially cloudy,Partly cloudy throughout the day.,1360,1360,Partly cloudy throughout the day.
9/22/2019,46.4,73.6,0,0,0,19.7,10.2,1,9.9,Clear,Clear conditions throughout the day.,1361,1361,Clear conditions throughout the day.
9/23/2019,58.4,77.5,0,0,0,,13.7,28.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1362,1362,Partly cloudy throughout the day.
9/24/2019,52.6,74.4,0,0,0,,9.5,20.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1363,1363,Partly cloudy throughout the day.
9/25/2019,53.6,75.3,0,0,0,19.7,10.3,31.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1364,1364,Partly cloudy throughout the day.
9/26/2019,53.4,80.6,0,0,0,,10,23.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1365,1365,Partly cloudy throughout the day.
9/27/2019,61.2,71.4,0.01,0,0,,14.5,53.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1366,1366,Partly cloudy throughout the day with late afternoon rain.
9/28/2019,49.7,62.5,0.02,0,0,33.3,24.4,68.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1367,1367,Partly cloudy throughout the day with afternoon rain.
